municipality,year,election_type,expected,provenance,native_url,hosted_url,source,confidence,verification,priority,pdf_filename,has_pdf,has_json,status,markdown_url,conversion_method,known_bad_url,coverage_state,source_kind
Monson,2023,regular,yes,LEO,https://www.monson-ma.gov/DocumentCenter/View/182/Annual-Town-Election-Results-June-16-2023-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Monson2023_d0.pdf,manual_sources,manual,,95,Monson2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Monson2023.md,pypdf,,published,official
Monson,2024,regular,yes,LEO,https://www.monson-ma.gov/DocumentCenter/View/3183/ATE-results-06-11-24,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Monson2024_d0.pdf,verified_yes,scraped,YES,90,Monson2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Monson2024.md,pypdf,,published,official
Monson,2025,regular,yes,LEO,https://www.monson-ma.gov/DocumentCenter/View/3019/Monson-Annual-Town-Election-Official-Results-06-10-25,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Monson2025_d0.pdf,verified_yes,scraped,YES,90,Monson2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Monson2025.md,pypdf,,published,official
Monson,2026,regular,yes,custom-search-2026,https://monson-ma.gov/DocumentCenter/View/3715/Annual-Town-Election-Official-Results-06-09-26,,,,,,,no,no,pdf_hosted,,,,published,official
Montague,2021,regular,yes,LEO,https://montague-ma.gov/files/Annual_Town_Election_6-22-2021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montague2021_d0.pdf,scraper_sheet9,spraped,,70,Montague2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Montague2021.md,docling-2.66.0,,published,official
Montague,2022,regular,yes,LEO,https://montague-ma.gov/files/05-21-2022_ANNUAL_TOWN_ELECTION.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montague2022_d0.pdf,verified_yes,scraped,YES,90,Montague2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Montague2022.md,pypdf,,published,official
Montague,2023,regular,yes,NEWS,https://www.recorder.com/MontagueElectionResults051823-51013074,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montague2023_d0.pdf,manual_sources,manual,,95,Montague2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Montague2023.md,pypdf,,published,news
Montague,2024,regular,yes,LEO,https://montague-ma.gov/files/2024-05-21_ANNUAL_ELECTION_RESULTS-FINAL.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montague2024_d0.pdf,verified_yes,scraped,YES,90,Montague2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Montague2024.md,pypdf,,published,official
Montague,2025,regular,yes,LEO,https://montague-ma.gov/files/2025-05-20_ANNUAL_TOWN_ELECTION_RESULTS_-_FINAL.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montague2025_d0.pdf,verified_yes,scraped,YES,90,Montague2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Montague2025.md,pypdf,,published,official
Montague,2026,regular,yes,cohort-2026,https://montague-ma.gov/files/May_19_2026_Election_Results_-_Official.pdf,,,,,,,no,yes,hosted,,,,published,official
Monterey,2021,regular,yes,LEO,https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/may2021electionresults.pdf,,collect-web,high,citation found 2026-08-23 by sha256: bytes identical to the held PDF,90,,no,no,pdf_hosted,,,https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/fy21townreport.pdf https://jamesnicholsworley.github.io/civicatlasma/pdfs/Monterey2021.pdf,published,official
Monterey,2022,regular,yes,LEO,https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/2022townelectionresults.pdf,,manual,high,landed 2026-09-10 from research/SESSION_2026-09-10_FINDINGS.md; transcribed from the certified return and checked against the 226 ballots it reports,90,Monterey2022_d0.pdf,yes,no,discarded_not_results,,,https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/masterplankickoffmeetingresults6.25.22.pdf,published,official
Monterey,2023,regular,yes,LEO,https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/5.9.23electionresults.pdf,,manual_sources,manual,,95,,no,no,hosted,,docling-2.66.0,,published,official
Monterey,2024,regular,yes,LEO,https://www.berkshireeagle.com/news/southern_berkshires/monterey-tree-warden-town-elections/article_171214c8-113e-11ef-b282-0b725d634382.html,,harvest-lead:sha256,high,"landed 2026-08-27 from data/staging_2024 (INGEST_2024_GAPCLOSE.md); news, 13 races, 17 tallied; source prints no ballot total",90,,no,no,missing,,pdf_only(needs_ocr),https://www.montereyma.gov/town-clerk/files/november-5-2024-election-results; https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/monterey_ma_november_5_2024_state_and_federal_election_results_001.pdf,published,
Monterey,2025,regular,yes,LEO,https://www.montereyma.gov/town-clerk/files/may-6-2025-town-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Monterey2025_d0.pdf,scraper_sheet9,spraped,unrecovered_landing,70,Monterey2025_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Monterey,2026,regular,yes,rendered-town-page,https://www.montereyma.gov/sites/g/files/vyhlif3496/f/uploads/m._ballot_ate_-_results_2026_-_google_docs.pdf,,manual,,manual_ingest,,,no,no,pdf_hosted,,,,published,official
Montgomery,2021,regular,yes,LEO,https://montgomeryma.gov/wp-content/uploads/2022/09/Mt-Breeze-JUNE2021-web.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montgomery2021_d0.pdf,collect-web,,auto_resourced,,Montgomery2021_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Montgomery,2022,regular,yes,,https://archives.thereminder.com/localnews/hilltowns/incumbent-selectman-re-elected-in-montgomerys-sole/,,,,"landed 2026-09-01 from the round-9 gap sweep (news; article body); artifact only, parse and gate follow",,Montgomery2022_d0.pdf,,no,missing,,,,published,news
Montgomery,2023,regular,yes,LEO,https://montgomeryma.gov/wp-content/uploads/2023/05/ToM-Unofficial-Ballot-0523.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montgomery2023_d0.pdf,manual_sources,manual,,95,Montgomery2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Montgomery2023.md,pypdf,,published,official
Montgomery,2024,regular,yes,LEO,https://montgomeryma.gov/wp-content/uploads/2024/05/Unofficial-Results-5.6.24.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montgomery2024_d0.pdf,verified_yes,scraped,YES,90,Montgomery2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Montgomery2024.md,pypdf,,published,official
Montgomery,2025,regular,yes,LEO,https://montgomeryma.gov/wp-content/uploads/2025/05/5.5.25-OFFICIAL-RESULTS-ANNUAL-TOWN-ELECTION.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montgomery2025_d0.pdf,scraper_sheet9,spraped,,70,Montgomery2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Montgomery2025.md,docling-2.66.0,,published,official
Montgomery,2026,regular,yes,,,,,,"WORDPRESS MEDIA INDEX READ WHOLE; THE SERIES IS COMPLETE EXCEPT THIS YEAR. wp-json/wp/v2/media returns all 164 files the town hosts, read unfiltered. Montgomery posts a return every year -- ToM-Unofficial-Ballot-0523.pdf, Unofficial-Results-5.6.24.pdf with Annual-Town-Election-Minutes-5.6.24.pdf beside it, and 5.5.25-OFFICIAL-RESULTS-ANNUAL-TOWN-ELECTION.pdf -- and has posted nothing for 2026. A SECOND CHANNEL IN THE SAME LIBRARY WAS TESTED AND IS EMPTY. The town publishes a monthly newsletter, the Mountain Breeze, and the issues bracketing the election were fetched and read at three columns: MAY 2026 (printed 4/24/2026), JUNE 2026 (posted 5/28/2026, the first issue after the vote) and JULY-AUG 2026. The May issue fixes the sitting exactly -- 'ANNUAL TOWN ELECTION Monday, May 4, 2026, 12:00pm - 7:00pm' -- and even carries a paid campaign advertisement, 'ELECT - MAY 4, DAVID MILLER, SELECTMAN', which establishes that the Selectman seat was CONTESTED and therefore that no uncontested-ballot rule can substitute for a tally here. Neither post-election issue prints any result, count or turnout. Measured negative on a channel that demonstrably read: the same pass pulled the clerk column, the election date and the campaign ad out of those PDFs. STRUCTURAL NEGATIVE on the town's own complete media library. Montgomery is WordPress and its whole library is 164 items, read in full and sorted by date. The election series is there for every recent year -- ToM-Unofficial-Ballot-0523.pdf (2023), Unofficial-Results-5.6.24.pdf and Annual-Town-Election-Minutes-5.6.24.pdf (2024), 5.5.25-OFFICIAL-RESULTS-ANNUAL-TOWN-ELECTION.pdf (2025), and even the November 2024 state results -- and there is no 2026 entry of any kind. This supersedes the earlier dated-path probe, which could only ever test the filenames I could imagine; the media index is what the town actually holds. TURLEY WEEKLY MEASURED VIA WAYBACK. Turley itself now 403s and its own archive links 404 for older issues, but Wayback holds 1,742 dated whole-issue PDFs across seven Turley titles (Barre Gazette, Country Journal, Quaboag Current, Ware River News, Journal Register, Agawam Advertiser, Chicopee Register), 2020 to 2026. The issues following this town's election were retrieved from Actions and read COLUMN-AWARE -- these papers set returns in five narrow columns and a full-page extract interleaves them, the same failure that hid Plainfield 2022. No return for this town-year. The channel demonstrably works: the same issues carry Hardwick's 2026 return in full (380 of 2,199 voters, 17.3%) and Oakham's 2026 (Gehring 308, Haapakoski 78), both towns these papers serve. They simply do not print this one. PRE-TO-POST MATCHING RUN AND EXHAUSTED. The maintainer's technique -- if a paper previewed the contest it probably reported it -- closed Hampden 2022 outright, so it was run against every open row in the same papers' territory. It is DATE-driven, not keyword-driven, which matters: the Hampden article that closed that row is slugged 'coyne-beats-matthews-for-seat-on-hampden-planning-' and matches no election keyword at all, so every keyword sweep had missed it. Here the method finds nothing: every article in the relevant Reminder section was fetched and DATED, and none published in the weeks after this election reports it. REMINDER ARCHIVE CANNOT SPEAK TO THIS YEAR. All 211 articles naming the open towns were fetched and dated: the newest in the entire archive is 6 March 2024 and there are ZERO from 2025 or 2026. This channel stops before the year in question, so its silence is UNREACHABLE, not absence. The paper does print full returns for these towns when it publishes -- Holland 2023 gives 'Only 217 of Holland's 2,197 eligible voters cast ballots' -- so it is worth re-checking if the archive ever resumes. See research/CHANNEL-reminder-archive-ends-2024.md  CORRECTION, SAME SESSION: the archive stopping in 2024 did NOT make this row unreachable. The paper moved platform. thereminder.com is a live WordPress site with a REST API holding 5,397 posts from November 2022 to September 2026, covering exactly the years the archive does not. Every post from 15 March to 1 August 2026 was fetched -- 581 of them -- and every title read. Forty-nine concern an election, and they cover Longmeadow, Wilbraham, Hampden, Southwick, East Longmeadow, Huntington, South Hadley and Easthampton. NONE concerns this town. The paper still covers the hilltowns (a Hilltowns category of 225 posts; 55 Granville mentions since 2025) and it did report Huntington's May 2026 Selectboard race, and it reported these towns' 2024 elections in full -- 'Nicole Berndt reelected to Granville Selectboard for third term', 'Montgomery election hangs on closer look at write-in votes'. So this is a MEASURED ABSENCE on a live, working channel, not an unreachable one. ",,,no,no,missing,,,,no_source,
Mount Washington,2021,regular,yes,NEWS,https://www.berkshireeagle.com/news/local/with-no-races-contested-in-mount-washington-write-in-candidates-win-select-board-town-clerk/article_95c6d11e-b32c-11eb-b684-4b0a91a4b81e.html,,manual,scraped,unrecovered_landing,90,MountWashington2021_d0.pdf,no,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/MountWashington2021.md,playwright+docling-2.66.0,,published,news
Mount Washington,2022,regular,yes,owner-supplied-2026-08-22-small_towns_ingest,https://mountwashington-ma.gov/download/404/election-results/10424/2022-05-10-town-election-results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/MountWashington2022_d0.pdf,manual,scraped,manual_ingest,90,MountWashington2022_d0.pdf,yes,no,pdf_hosted,,,https://mountwashington-ma.gov/download/town_clerk/election_results/2012-Election-Results.pdf https://mountwashington-ma.gov/download/404/election-results/11562/2022-05-09-town-election-results.pdf https://jamesnicholsworley.github.io/civicatlasma/pdfs/MountWashington2022.pdf,published,official
Mount Washington,2023,regular,yes,LEO,https://mountwashington-ma.gov/download/404/election-results/11562/2023-05-09-town-election-results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/MountWashington2023_d0.pdf,manual,manual,manual_ingest,95,MountWashington2023_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Mount Washington,2024,regular,yes,LEO,https://mountwashington-ma.gov/departments/town-clerk/election-results/,,manual,scraped,"ballot (read 2026-08-23): 'MOUNT WASHINGTON OFFICIAL BALLOT TOWN ELECTION - MAY 14, 2024' -- the grid is unmarked",90,,no,no,missing,,,https://mountwashington-ma.gov/download/403/clerk-documents/13009/2024-town-election-ballot.pdf,published,official
Mount Washington,2025,regular,yes,owner-verified-2026-08-19,https://mountwashington-ma.gov/download/404/election-results/14317/2025-05-13-town-election-results.pdf,,manual,scraped,"wrongyear:document dated 2014-05-13, no_row",90,,no,no,pdf_hosted,,,https://mountwashington-ma.gov/wp-content/uploads/wpfd/preview_files/2014-05-13-Election-Results(48abd1b3f5452995d995eb78a77013c8).pdf https://jamesnicholsworley.github.io/civicatlasma/pdfs/MountWashington2025.pdf,published,official
Mount Washington,2026,regular,yes,owner-supplied-2026-08-22-small_towns_ingest,https://mountwashington-ma.gov/download/404/election-results/15419/2026-05-12-town-election-results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/MountWashington2026_d0.pdf,manual,,manual_ingest,,MountWashington2026_d0.pdf,yes,no,pdf_hosted,,,,published,official
Nahant,2021,regular,yes,ATR,https://nahant.org/wp-content/uploads/2024/05/Advisory_Finance_Report_May_15_2021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Nahant2021_d0.pdf,manual,high,manual_ingest,90,Nahant2021_d0.pdf,yes,no,pdf_hosted,,,https://nahant.org/wp-content/uploads/2024/05/Advisory_Finance_Report_May_15_2021.pdf,published,other
Nahant,2022,regular,yes,NEWS,https://nahant.org/wp-content/uploads/2022/11/Election_Reults_2022.pdf,,manual,high,"landed 2026-09-01 from the round-9 gap sweep (official; whole document (2 pages)); artifact only, parse and gate follow",90,,no,no,missing,,docling-html,https://nahant.org/town-elections/,published,official
Nahant,2023,regular,yes,atr-2026-08-22-2023.pdf,,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Nahant2023_d0.pdf,annual_town_report_crop,manual,"cropped from the Nahant annual town report, pp 125,126; election date 2023-04-29 read off the page by atr_verify",95,Nahant2023_d0.pdf,yes,no,pdf_hosted,,,https://nahant.org/wp-content/uploads/2023/05/Report-and-Recommendations-of-the-Advisory-and-Finance-Committee-FY24.pdf https://jamesnicholsworley.github.io/civicatlasma/pdfs/Nahant2023.pdf,published,official
Nahant,2024,regular,yes,LEO,https://nahant.org/wp-content/uploads/2025/02/ATE-OFFICIAL-RESULTS-2024.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Nahant2024_d0.pdf,collect-exa,high,auto_resourced,90,Nahant2024_d0.pdf,yes,yes,pdf_hosted,,,,published,other
Nahant,2025,regular,yes,LEO,https://nahant.org/wp-content/uploads/2022/12/ATE-OFFICIAL-RESULTS-2025.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Nahant2025_d0.pdf,collect-exa,high,auto_resourced,90,Nahant2025_d0.pdf,yes,yes,pdf_hosted,,,,published,other
Nahant,2026,regular,yes,harvest-lead-runner,https://nahant.org/wp-content/uploads/2025/06/ATE-UNOFFICIAL-RESULTS-2026.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Nahant2026_d0.pdf,manual,,manual_ingest,,Nahant2026_d0.pdf,yes,no,pdf_hosted,,,,published,
Nantucket,2021,regular,yes,wayback,https://web.archive.org/web/20210616024716/https://nantucket-ma.gov/DocumentCenter/View/39619/2021-Annual-Town-Elections-results-PDF,,,,citation found 2026-08-23 by sha256: bytes identical to the held PDF,,,no,no,pdf_hosted,,,,published,other
Nantucket,2022,regular,yes,NEWS,https://nantucketcurrent.com/people/matt-fee-brooke-mohr-win-select-board-race,,manual,,,,Nantucket2022_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Nantucket2022.md,playwright+docling-2.66.0,,published,news
Nantucket,2023,regular,yes,LEO,https://nantucketcurrent.com/news/nantucket-election-results,,manual_sources,manual,,95,Nantucket2023_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Nantucket2023.md,playwright+docling-2.66.0,,published,news
Nantucket,2024,regular,yes,NEWS,https://nantucketcurrent.com/news/holdgate-wins-fourth-term-by-just-eight-votes-as-incumbents-sweep-contested-races,,manual,manual,unrecovered_landing,95,Nantucket2024_d0.pdf,no,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Nantucket2024.md,playwright+docling-2.66.0,,published,news
Nantucket,2025,regular,yes,NEWS,https://nantucketcurrent.com/news/nantuckets-2025-annual-town-election-results,,manual,manual,,95,Nantucket2025_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Nantucket2025.md,playwright+docling-2.66.0,,published,news
Nantucket,2026,regular,yes,cohort-2026,https://nantucket-ma.gov/DocumentCenter/View/55809/2026-Annual-Town-Election-Results-PDF,,,,,,,no,yes,hosted,,,,published,official
Natick,2021,regular,yes,LEO,https://www.natickma.gov/DocumentCenter/View/11407/Election-Results-3-30-21,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Natick2021_d0.pdf,manual_sources,manual,,95,Natick2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Natick2021.md,pypdf,,published,official
Natick,2022,regular,yes,LEO,https://www.natickma.gov/DocumentCenter/View/12862/Election-Results-3-29-22,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Natick2022_d0.pdf,manual_sources,manual,,95,Natick2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Natick2022.md,pypdf,,published,official
Natick,2023,regular,yes,LEO,https://www.natickma.gov/DocumentCenter/View/15126/Election-Results-3-28-23,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Natick2023_d0.pdf,manual_sources,manual,,95,Natick2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Natick2023.md,pypdf,,published,official
Natick,2024,regular,yes,LEO,https://www.natickma.gov/DocumentCenter/View/17263/2024_ANNUAL-TOWN-ELECTION_OFFICIAL-RESULTS_3-26-24,,manual_sources,manual,,95,,no,no,hosted,,pypdf,,published,official
Natick,2025,regular,yes,LEO,https://www.natickma.gov/DocumentCenter/View/19458/Official-Election-Results-3-25-25,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Natick2025_d0.pdf,manual_sources,manual,,95,Natick2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Natick2025.md,pypdf,,published,official
Natick,2026,regular,yes,custom-search-2026,https://www.natickma.gov/DocumentCenter/View/21814/Election-Results-3-31-2026,,catalog,,citation_from_fetched_return,,,no,no,pdf_hosted,,,,published,official
Needham,2021,regular,yes,LEO,https://www.needhamma.gov/DocumentCenter/View/23403/2021-Annual-Town-Election-Official-Tally-Sheet,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Needham2021_d0.pdf,collect-exa,,auto_resourced,,Needham2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Needham2021.md,pypdf,,published,official
Needham,2022,regular,yes,LEO,http://www.needhamma.gov/DocumentCenter/View/25579/Official-Tally-Sheet-Annual-Town-Election-41222-003,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Needham2022_d0.pdf,collect-exa,,auto_resourced,,Needham2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Needham2022.md,pypdf,,published,official
Needham,2023,regular,yes,LEO,https://www.needhamchannel.org/wp-content/uploads/2023/04/Unofficial-Spring-2023-Needham-Town-Election-Results.pdf,,crawl,manual,crawl_verified,95,,no,no,hosted,,pypdf(recrawl),,published,other
Needham,2024,regular,yes,LEO,https://www.needhamma.gov/5315/2024-Annual-Town-ElectionTown-MeetingCal,,collect-page,,html_render,,,,no,hosted,,trafilatura,,published,official
Needham,2025,regular,yes,LEO,https://needhamma.gov/DocumentCenter/View/59121/Preliminary-Tally-04082025-Townwide-Published-04102025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Needham2025_d0.pdf,collect-crawl,,"auto_resourced | PRELIMINARY-ONLY (confirmed 2026-08-20): town publishes finals in other years (2015,2019,2022,2026) but no final/certified 2025 tally exists 16 months on; DocumentCenter 59122-59500 swept. | CORRECTED: townwide half prints a separate H/C hand-count row per candidate which the previous parse omitted, undercounting every candidate in all 13 townwide races | SECOND DOCUMENT 2026-09-01: https://needhamma.gov/DocumentCenter/View/59122/Preliminary-Tally-Town-Meeting-04082025-Published-04102025 (sha256 8d9cc8107ffd8e58)",,Needham2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Needham2025.md,pypdf,,published,official
Needham,2026,regular,yes,cohort-2026,https://needhamma.gov/DocumentCenter/View/61963/Final-Tally-4142026-Annual-Town-Election,,,,,,,no,yes,hosted,,,,published,official
New Ashford,2021,regular,yes,LEO,https://www.newashford-ma.us/wp-content/uploads/2021/05/NewAshford-May25-2021-Elections.pdf,,exa,low,"landed 2026-08-28; the town's own official ballot with the clerk's counts. 6 races, 81 ballots (ceiling only -- the source records no blanks). Date 2021-05-25 from printed on the ballot itself: ""ANNUAL TOWN ELECTION NEW ASHFORD, MASSACHUSETTS MAY 25, 202",70,,no,no,published,,,https://www.newashford-ma.us/wp-content/uploads/2021/05/New-Ashford-Annual-Town-Report-2021-2.pdf,published,official
New Ashford,2022,regular,yes,,owner-supplied-2026-08-28-newashford-town-clerk-results-of-elections-2022-2026 (records request response),,,,"landed 2026-08-28; Town Clerk's records-request reply, 'Results of elections'. 3 races, 26 ballots (ceiling only -- the source records no blanks). Date 2022-05-24 from the town's own post of 2022-04-03, ""Upcoming New Ashford Important Dates"": ""Town Elections",,NewAshford2022_d0.pdf,,no,missing,,,,published,official
New Ashford,2023,regular,yes,NEWS,https://www.berkshireeagle.com/news/northern_berkshires/new-ashford-annual-town-elections-jennifer-welch-wins-contested-school-committee-race/article_b7b8f480-fa3a-11ed-a2d3-bfef2bcb552b.html,,manual,high,unrecovered_landing,90,NewAshford2023_d0.pdf,no,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/NewAshford2023.md,playwright+docling-2.66.0,,published,news
New Ashford,2024,regular,yes,LEO,owner-supplied-2026-08-28-newashford-town-clerk-results-of-elections-2022-2026 (records request response),https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewAshford2024_d0.pdf,scraper_sheet9,medium,"landed 2026-08-28; Town Clerk's records-request reply, 'Results of elections'. 3 races, 37 ballots (ceiling only -- the source records no blanks). Date 2024-05-28 from the town's 2024 Important Dates PDF: ""ANNUAL TOWN ELECTION Tuesday MAY 28,2024 2PM-4PM 6PM",70,NewAshford2024_d0.pdf,,no,published,,,,published,official
New Ashford,2025,regular,yes,LEO,owner-supplied-2026-08-28-newashford-town-clerk-results-of-elections-2022-2026 (records request response),,manual,medium,"landed 2026-08-28; Town Clerk's records-request reply, 'Results of elections'. 3 races, 28 ballots (ceiling only -- the source records no blanks). Date 2025-05-27 from the town's post of 2025-04-16, ""important upcoming town events"": ""ANNUAL TOWN ELECTION Tue",90,NewAshford2025_d0.pdf,no,no,missing,,,https://www.newashford-ma.us/wp-content/uploads/2017/05/Elections2017-Results.pdf https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewAshford2025.pdf,published,official
New Ashford,2026,regular,yes,,owner-supplied-2026-08-28-newashford-town-clerk-results-of-elections-2022-2026 (records request response),,,,"landed 2026-08-28; Town Clerk's records-request reply, 'Results of elections'. 4 races, 34 ballots (ceiling only -- the source records no blanks). Date 2026-05-26 from the Select Board's public-hearing notice of 2026-03-03, voting to opt out of Vote By Mail ",,,no,no,missing,,,,published,official
New Bedford,2021,regular,yes,LEO,https://newbedford-ma.s3.amazonaws.com/wp-content/uploads/sites/36/20221101091828/2021-Municipal-Election-Results-by-Precinct.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewBedford2021_d0.pdf,manual_sources,manual,,95,NewBedford2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/NewBedford2021.md,docling-2.66.0,,published,other
New Bedford,2022,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,NewBedford2022_d0.pdf,,no,no_election,,,,no_election,other
New Bedford,2023,regular,yes,NEWS,https://www.southcoasttoday.com/story/news/politics/elections/local/2023/11/07/new-bedford-ma-election-results-mayor-city-council-races/71477575007/,,manual_sources,manual,,95,NewBedford2023_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/NewBedford2023.md,playwright+docling-2.66.0,,published,news
New Bedford,2024,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,NewBedford2024_d0.pdf,,no,no_election,,,,no_election,other
New Bedford,2025,regular,yes,LEO,https://newbedford-ma.s3.amazonaws.com/wp-content/uploads/20251107134056/DOC1106251.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewBedford2025_d0.pdf,manual_city,manual,manual,100,NewBedford2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/NewBedford2025.md,docling-2.66.0,,published,other
New Bedford,2026,regular,no,,,,,,"no_election: even-year row seeded from the 2024 cohort, 2026-08-19",,,,,,,,,no_election,other
New Braintree,2021,regular,yes,LEO,https://www.facebook.com/photo/?fbid=4112845612087879&set=a.307064331466227,,scraper_sheet9,high,"landed 2026-09-01 from the Reminder archive index sweep (town_notice; Town of New Braintree, results table for the Annual Town Ele); artifact only, parse and gate follow",70,,no,no,published,,docling-html,https://www.newbraintreema.us/index.asp?SEC=076A927A-DF4C-4C12-8761-576214AB65FB https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewBraintree2021.pdf,published,official
New Braintree,2022,regular,yes,LEO,,,scraper_sheet9,medium,"see New Braintree 2026: the town's Election Results page links one document, the Nov 2023 special state election. State Library holds no modern New Braintree annual report. TURLEY WEEKLY MEASURED VIA WAYBACK. Turley itself now 403s and its own archive links 404 for older issues, but Wayback holds 1,742 dated whole-issue PDFs across seven Turley titles (Barre Gazette, Country Journal, Quaboag Current, Ware River News, Journal Register, Agawam Advertiser, Chicopee Register), 2020 to 2026. The issues following this town's election were retrieved from Actions and read COLUMN-AWARE -- these papers set returns in five narrow columns and a full-page extract interleaves them, the same failure that hid Plainfield 2022. No return for this town-year. The channel demonstrably works: the same issues carry Hardwick's 2026 return in full (380 of 2,199 voters, 17.3%) and Oakham's 2026 (Gehring 308, Haapakoski 78), both towns these papers serve. They simply do not print this one.",70,,no,no,discarded_not_results,,docling-html,https://www.newbraintreema.us/?SEC=6C821174-D33C-4D39-AB77-DE267F98096F https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewBraintree2022.pdf,no_source,official
