municipality,year,provenance,capture_status,host,native_url,hosted_url
Southborough,2023,LEO,MISS_host_crawled,mysouthborough.com,https://www.mysouthborough.com/2023/05/10/election-result-highlights/,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Southborough2023.pdf
Southborough,2024,LEO,captured_exact,southboroughma.gov,https://www.southboroughma.gov/DocumentCenter/View/3387/20240514-ATE-Results--Official,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Southborough2024.pdf
Southborough,2025,LEO,captured_exact,southboroughma.gov,https://www.southboroughma.gov/DocumentCenter/View/4713/20250513-ATE-Results-Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Southborough2025.pdf
Winchendon,2021,LEO,MISS_host_crawled,townofwinchendon.com,https://www.townofwinchendon.com/Archive.aspx?ADID=50,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Winchendon2021.pdf
Winchendon,2022,LEO,MISS_host_crawled,townofwinchendon.com,https://www.townofwinchendon.com/Archive.aspx?ADID=51,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Winchendon2022.pdf
Winchendon,2023,LEO,MISS_host_crawled,townofwinchendon.com,https://www.townofwinchendon.com/sites/g/files/vyhlif8401/f/pages/2023.05.01_annual_town_election.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Winchendon2023.pdf
Winchendon,2024,LEO,MISS_host_crawled,townofwinchendon.com,https://www.townofwinchendon.com/Archive.aspx?ADID=2581,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Winchendon2024.pdf
Winchendon,2025,LEO,MISS_host_crawled,townofwinchendon.com,https://www.townofwinchendon.com/Archive.aspx?ADID=542,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Winchendon2025.pdf
Brewster,2021,ATR,captured_exact,brewster-ma.gov,https://www.brewster-ma.gov/sites/g/files/vyhlif16031/f/uploads/2022_annual_report_final_electronic_file.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brewster2021.pdf
Brewster,2022,ATR,captured_exact,brewster-ma.gov,https://www.brewster-ma.gov/sites/g/files/vyhlif16031/f/uploads/2022_annual_report_final_electronic_file.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brewster2022.pdf
Brewster,2023,LEO,MISS_host_crawled,brewster-ma.gov,https://www.brewster-ma.gov/sites/g/files/vyhlif6286/f/uploads/unofficial_town_election_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brewster2023.pdf
Brewster,2024,LEO,MISS_host_crawled,brewster-ma.gov,https://www.brewster-ma.gov/town-clerk/files/march-5-2024-official-primary-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brewster2024.pdf
Brewster,2025,LEO,MISS_host_crawled,brewster-ma.gov,https://www.brewster-ma.gov/home/files/atm-may-5-2025-results,
Littleton,2021,LEO,MISS_host_crawled,littletonma.org,https://www.littletonma.org/DocumentCenter/View/1790,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Littleton2021.pdf
Littleton,2022,LEO,captured_exact,littletonma.org,https://www.littletonma.org/451/Elections-Voter-Information,
Littleton,2025,LEO,MISS_host_crawled,littletonma.org,https://www.littletonma.org/DocumentCenter/View/9564,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Littleton2025.pdf
Hull,2021,LEO,MISS_host_crawled,town.hull.ma.us,https://www.town.hull.ma.us/town-clerk/pages/archived-election-information,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Hull2021.pdf
Hull,2022,ATR,MISS_host_crawled,town.hull.ma.us,https://www.town.hull.ma.us/sites/g/files/vyhlif3286/f/uploads/hull_ma_2022_annual_town_report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Hull2022.pdf
Hull,2023,LEO,MISS_host_crawled,town.hull.ma.us,https://www.town.hull.ma.us/sites/g/files/vyhlif3286/f/uploads/unofficial_results_may_15_2023_and_june_13_2023_combined_total_1.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Hull2023.pdf
Hull,2024,LEO,MISS_host_crawled,town.hull.ma.us,https://www.town.hull.ma.us/town-clerk/files/november-5-2024-state-presidential-election-official-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Hull2024.pdf
Hull,2025,LEO,MISS_host_crawled,town.hull.ma.us,https://www.town.hull.ma.us/town-clerk/files/2025-annual-town-election-official-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Hull2025.pdf
Ware,2021,LEO,MISS_host_crawled,townofware.com,https://www.townofware.com/00-Full%20Report%20Web.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ware2021.pdf
Ware,2022,LEO,MISS_host_crawled,townofware.com,https://www.townofware.com/2023%20Annual%20Report%20Final%20Reduced%20File%20Size.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ware2022.pdf
Ware,2023,ATR,MISS_host_crawled,cms1files.revize.com,"https://cms1files.revize.com/ware/Annual%20Town%20Electrion%20April%2010,%202023.pdf",https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ware2023.pdf
Ware,2024,LEO,captured_exact,wareelections.com,https://wareelections.com/results/Ware-ESR-(Official-and-Complete)-December-2024.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ware2024.pdf
Ware,2025,LEO,captured_exact,wareelections.com,https://wareelections.com/forms/ESR-Ware-Official-and-Complete-110425.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ware2025.pdf
Plainville,2022,LEO,MISS_host_crawled,plainville.ma.us,https://www.plainville.ma.us/DocumentCenter/View/363,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Plainville2022.pdf
Plainville,2024,LEO,MISS_host_crawled,plainville.ma.us,https://www.plainville.ma.us/DocumentCenter/View/1457,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Plainville2024.pdf
Sturbridge,2021,LEO,MISS_host_crawled,sturbridge.org,https://sturbridge.org/DocumentCenter/View/7969/2021-Annual-Town-Election-Results,
Sturbridge,2022,LEO,captured_exact,sturbridge.gov,https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/pages/fy25_report_of_the_finance_committee.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Sturbridge2022.pdf
Sturbridge,2023,LEO,MISS_host_crawled,sturbridge.gov,https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/news/annual_town_election_04-10-2023_offical_tally_sheet_0.xlsx,https://jamesnicholsworley.github.io/civicatlasma/xlsx/Sturbridge2023.xlsx
Sturbridge,2024,LEO,captured_exact,sturbridge.gov,https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/pages/fy24_finance_committee_report.pdf,
Sturbridge,2025,LEO,MISS_host_crawled,sturbridge.gov,https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/pages/fy26_finance_committee_report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Sturbridge2025.pdf
Middleton,2021,LEO,MISS_host_crawled,middletonma.gov,https://www.middletonma.gov/DocumentCenter/View/2941/2021-6-12-Annual-Town-Election--Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Middleton2021.pdf
Middleton,2022,LEO,MISS_host_crawled,middletonma.gov,https://www.middletonma.gov/DocumentCenter/View/3347/2022-05-17-ATE---Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Middleton2022.pdf
Middleton,2023,LEO,MISS_host_crawled,middletonma.gov,https://www.middletonma.gov/DocumentCenter/View/3811/2023-05-16-ATE-Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Middleton2023.pdf
Middleton,2024,LEO,MISS_host_crawled,middletonma.gov,https://www.middletonma.gov/DocumentCenter/View/4608/2024-05-21-ATE---Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Middleton2024.pdf
Middleton,2025,LEO,MISS_host_crawled,middletonma.gov,https://www.middletonma.gov/DocumentCenter/View/5221/2025-05-20-ATE---Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Middleton2025.pdf
Sutton,2021,LEO,MISS_host_crawled,suttonma.org,https://www.suttonma.org/town-clerk/files/general-bylaws,
Sutton,2022,LEO,MISS_host_crawled,suttonma.org,https://www.suttonma.org/town-clerk/news/annual-town-election-official-results-may-27-2025,
Sutton,2023,LEO,captured_exact,suttonma.org,https://www.suttonma.org/sites/g/files/vyhlif3901/f/uploads/20230523193059434.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Sutton2023.pdf
Sutton,2024,LEO,MISS_host_crawled,suttonma.org,https://www.suttonma.org/home/news/town-election-results-1,
Sutton,2025,LEO,MISS_host_crawled,suttonma.org,https://www.suttonma.org/home/news/official-town-election-results-may-27-2025,
Salisbury,2021,LEO,MISS_host_crawled,salisburyma.gov,https://www.salisburyma.gov/town-clerk/files/2021-town-election-results-5-11-2021,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Salisbury2021.pdf
Salisbury,2022,LEO,MISS_host_crawled,salisburyma.gov,https://www.salisburyma.gov/town-clerk/files/2022-town-election-results-5-10-2022,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Salisbury2022.pdf
Salisbury,2023,LEO,MISS_host_crawled,salisburyma.gov,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/unofficial_results_-2023_town_election.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Salisbury2023.pdf
Salisbury,2024,LEO,MISS_host_crawled,salisburyma.gov,https://www.salisburyma.gov/home/news/town-election-results-may-14-2024,
Salisbury,2025,LEO,MISS_host_crawled,salisburyma.gov,https://www.salisburyma.gov/town-clerk/pages/election-results,
Southwick,2021,LEO,MISS_host_crawled,southwickma.org,https://www.southwickma.org/sites/g/files/vyhlif1241/f/uploads/atr21.pdf,
Southwick,2022,LEO,MISS_host_crawled,southwickma.org,https://www.southwickma.org/town-clerk/pages/elections-archive,
Southwick,2023,LEO,MISS_host_crawled,southwickma.org,https://www.southwickma.org/sites/g/files/vyhlif1241/f/uploads/town_official_may_9_2023.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Southwick2023.pdf
Southwick,2024,LEO,MISS_host_crawled,southwickma.gov,https://www.southwickma.gov/sites/g/files/vyhlif5381/f/uploads/2024_official_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Southwick2024.pdf
Southwick,2025,LEO,MISS_host_crawled,southwickma.gov,https://www.southwickma.gov/sites/g/files/vyhlif5381/f/uploads/2025_election_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Southwick2025.pdf
Blackstone,2021,LEO,MISS_host_crawled,townofblackstone.org,https://www.townofblackstone.org/DocumentCenter/View/584/Official-Results-Ate-2021-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Blackstone2021.pdf
Blackstone,2022,LEO,MISS_host_crawled,townofblackstone.org,https://www.townofblackstone.org/DocumentCenter/View/610/Ate-2022-Official-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Blackstone2022.pdf
Blackstone,2023,LEO,MISS_host_crawled,townofblackstone.org,https://www.townofblackstone.org/DocumentCenter/View/242/2023-Annual-Town-Election-Official-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Blackstone2023.pdf
Blackstone,2024,LEO,MISS_host_crawled,townofblackstone.org,https://www.townofblackstone.org/DocumentCenter/View/1352/2024-Annual-Town-Election-Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Blackstone2024.pdf
Blackstone,2025,LEO,MISS_host_crawled,townofblackstone.org,https://www.townofblackstone.org/DocumentCenter/View/2451/Annual-Town-Election-Results-2025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Blackstone2025.pdf
Freetown,2021,LEO,captured_exact,freetownma.gov,https://www.freetownma.gov/DocumentCenter/View/1440/Annual-Town-Election-4-05-2021-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Freetown2021.pdf
Freetown,2022,LEO,captured_exact,freetownma.gov,https://www.freetownma.gov/sites/g/files/vyhlif4441/f/uploads/official_results_2022_ate_2.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Freetown2022.pdf
Freetown,2023,LEO,captured_exact,freetownma.gov,https://www.freetownma.gov/DocumentCenter/View/1436/Annual-Town-Election-4-4-2023-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Freetown2023.pdf
Freetown,2024,LEO,captured_exact,freetownma.gov,https://www.freetownma.gov/DocumentCenter/View/1433/Annual-Town-Election-4-1-2024-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Freetown2024.pdf
Freetown,2025,LEO,captured_exact,freetownma.gov,https://www.freetownma.gov/DocumentCenter/View/1431/Annual-Town-Election-4-7-2025-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Freetown2025.pdf
Townsend,2021,ATR,MISS_host_crawled,townsendma.gov,https://www.townsendma.gov/Documents/Boards%20Committees/Selectboard/Annual%20Town%20Reports/official-town-report-townsend-2021_-_copy.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Townsend2021.pdf
Townsend,2022,ATR,MISS_host_crawled,townsendma.gov,https://www.townsendma.gov/Annual%20Town%20Reports/2024%20Townsend%20Annual%20Town%20Report%20updated%204.10.2025%20(1).pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Townsend2022.pdf
Townsend,2023,ATR,MISS_host_crawled,townsendma.gov,https://www.townsendma.gov/sites/g/files/vyhlif1331/f/uploads/final_election_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Townsend2023.pdf
Townsend,2024,LEO,MISS_host_crawled,townsendma.gov,https://www.townsendma.gov/news_detail_T21_R76.php,
Townsend,2025,LEO,MISS_host_crawled,townsendma.gov,https://www.townsendma.gov/Documents/Departments/Clerk/OFFICIAL RESULTS 7-29-25.pdf?t=202507292025100,
Rutland,2024,LEO,MISS_host_crawled,townofrutland.org,https://www.townofrutland.org/DocumentCenter/View/1995,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Rutland2024.pdf
Rutland,2025,LEO,MISS_host_absent,rutland-ma.gov,https://www.rutland-ma.gov/sites/g/files/vyhlif5676/f/uploads/2025_election_official_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Rutland2025.pdf
Douglas,2021,LEO,MISS_host_crawled,douglas-ma.gov,https://douglas-ma.gov/Archive.aspx?ADID=139,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Douglas2021.pdf
Douglas,2022,LEO,MISS_host_crawled,douglas-ma.gov,https://douglas-ma.gov/DocumentCenter/View/2876/2022-TOWN-ELECTION-RESULTS,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Douglas2022.pdf
Douglas,2023,LEO,MISS_host_crawled,douglas-ma.gov,https://www.douglas-ma.gov/DocumentCenter/View/3533/2023-Annual-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Douglas2023.pdf
Douglas,2024,LEO,MISS_host_crawled,douglas-ma.gov,https://www.douglas-ma.gov/civicalerts.aspx?ARC=L&What=1&CC=0&intArchCatID=1&From=CID%3D1,
Montague,2021,LEO,captured_exact,montague-ma.gov,https://montague-ma.gov/files/Annual_Town_Election_6-22-2021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montague2021.pdf
Montague,2022,LEO,captured_exact,montague-ma.gov,https://montague-ma.gov/files/05-21-2022_ANNUAL_TOWN_ELECTION.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montague2022.pdf
Montague,2024,LEO,captured_exact,montague-ma.gov,https://montague-ma.gov/files/2024-05-21_ANNUAL_ELECTION_RESULTS-FINAL.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montague2024.pdf
Montague,2025,LEO,captured_exact,montague-ma.gov,https://montague-ma.gov/files/2025-05-20_ANNUAL_TOWN_ELECTION_RESULTS_-_FINAL.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Montague2025.pdf
Ayer,2022,ATR,captured_exact,ayer.ma.us,https://www.ayer.ma.us/sites/g/files/vyhlif2756/f/uploads/2022_annual_report_digital.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ayer2022.pdf
Ayer,2023,LEO,captured_exact,ayer.ma.us,https://www.ayer.ma.us/192/Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ayer2023.pdf
Ayer,2024,LEO,captured_exact,ayer.ma.us,https://www.ayer.ma.us/DocumentCenter/View/465/Annual-Election---Offical-Election-Results-May-14-2024-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ayer2024.pdf
Ayer,2025,LEO,captured_exact,ayer.ma.us,https://www.ayer.ma.us/DocumentCenter/View/362/Annual-Town-Election-Tally-Sheet-05132025-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Ayer2025.pdf
Georgetown,2021,LEO,MISS_host_crawled,georgetownma.gov,http://georgetownma.gov/Document%20Center/Departments/Town%20Clerk/Election%20Results/officialresultsate051021_1.xlsx?t=202308070838400,https://jamesnicholsworley.github.io/civicatlasma/xlsx/Georgetown2021.xlsx
Georgetown,2022,LEO,MISS_host_crawled,georgetownma.gov,http://georgetownma.gov/Document%20Center/Departments/Town%20Clerk/Election%20Results/unofficial_results_0592022.xlsx?t=202308070839370,https://jamesnicholsworley.github.io/civicatlasma/xlsx/Georgetown2022.xlsx
Georgetown,2023,LEO,MISS_host_crawled,georgetownma.gov,https://georgetownma.gov/Document%20Center/Departments/Town%20Clerk/Election%20Results/unofficial_results_tally_sheets_5_8_23.pdf?t=202308070841530,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Georgetown2023.pdf
Georgetown,2024,LEO,MISS_host_crawled,georgetownma.gov,http://georgetownma.gov/Document%20Center/Departments/Town%20Clerk/Election%20Results/results_tally_sheet_-_totals_-_may_13_2024_town_election.pdf?t=202409120623360,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Georgetown2024.pdf
Georgetown,2025,LEO,MISS_host_crawled,georgetownma.gov,http://georgetownma.gov/Document%20Center/Town%20Clerk/FINAL%20OFFICIAL%20Results%20-Annual%20Town%20Election%20-%20May12%202025.pdf?t=202505151127070,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Georgetown2025.pdf
Millis,2021,LEO,MISS_host_crawled,millisma.gov,https://www.millisma.gov/economic-development-committee,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Millis2021.pdf
Millis,2022,LEO,captured_exact,millisma.gov,https://www.millisma.gov/sites/g/files/vyhlif901/f/uploads/millis_6x9_2024.pdf,
Millis,2023,LEO,captured_exact,millisma.gov,https://www.millisma.gov/sites/g/files/vyhlif901/f/news/town_election_results_for_may_8_2023.pdf,
Millis,2024,LEO,MISS_host_crawled,millisma.gov,https://www.millisma.gov/home/files/051324-town-election-results,
Millis,2025,LEO,MISS_host_crawled,millisma.gov,https://www.millisma.gov/town-clerk/news/december-8-2025-special-town-election-results,
Lancaster,2021,LEO,captured_exact,ci.lancaster.ma.us,https://www.ci.lancaster.ma.us/DocumentCenter/View/580/Annual-Town-Election---May-10-2021-FINAL-RESULTS-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lancaster2021.pdf
Lancaster,2022,LEO,MISS_host_crawled,ci.lancaster.ma.us,https://www.ci.lancaster.ma.us/DocumentCenter/View/434/2022-Year-End-Campaign-Finance-Report-ALL-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lancaster2022.pdf
Lancaster,2023,LEO,MISS_host_crawled,ci.lancaster.ma.us,https://www.ci.lancaster.ma.us/sites/g/files/vyhlif4586/f/news/annual_town_election_5.8.23_totals_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lancaster2023.pdf
Lancaster,2024,LEO,MISS_host_crawled,ci.lancaster.ma.us,https://www.ci.lancaster.ma.us/DocumentCenter/View/2004/2024-State-Election-Final-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lancaster2024.pdf
Lancaster,2025,LEO,MISS_host_crawled,ci.lancaster.ma.us,https://www.ci.lancaster.ma.us/DocumentCenter/View/2070/Annual-Town-Election-05122025-Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lancaster2025.pdf
Cohasset,2021,LEO,captured_exact,cohassetma.gov,https://www.cohassetma.gov/DocumentCenter/View/4269/ATE_2021_06_05,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Cohasset2021.pdf
Cohasset,2022,LEO,captured_exact,cohassetma.org,https://www.cohassetma.org/DocumentCenter/View/5654/Town-Election-May-14-2022_Final-Results?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Cohasset2022.pdf
Cohasset,2023,LEO,MISS_host_crawled,cohassetma.org,https://www.cohassetma.org/DocumentCenter/View/9158/ATE-2023_05_13---Final-Tabulation-Sheet-PDF-updated-5-19-2023,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Cohasset2023.pdf
Cohasset,2024,LEO,MISS_host_crawled,cohassetma.org,https://cohassetma.org/DocumentCenter/View/12736/2024-Nov-5_Presidential-Election-State-Election---Official-Results,
Cohasset,2025,LEO,MISS_host_crawled,cohassetma.gov,https://www.cohassetma.gov/DocumentCenter/View/13043/Cohasset_SS-Vo-Tech-District-Election-Results-2025,
Westminster,2021,LEO,MISS_host_crawled,westminster-ma.gov,https://www.westminster-ma.gov/home/files/04-27-2021-annual-town-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westminster2021.pdf
Westminster,2022,LEO,MISS_host_crawled,westminster-ma.gov,https://www.westminster-ma.gov/home/files/04-26-2022-official-results-annual-town-election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westminster2022.pdf
Westminster,2023,LEO,MISS_host_crawled,westminster-ma.gov,https://www.westminster-ma.gov/sites/g/files/vyhlif1431/f/uploads/official_results_of_the_04-25-2023_annual_town_election.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westminster2023.pdf
Westminster,2024,LEO,MISS_host_crawled,westminster-ma.gov,https://www.westminster-ma.gov/home/files/04-30-2024-annual-town-election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westminster2024.pdf
Westminster,2025,LEO,MISS_host_crawled,westminster-ma.gov,https://www.westminster-ma.gov/sites/g/files/vyhlif1431/f/uploads/final_fy_25_adv_bd_booklet.pdf,
Boxford,2022,LEO,captured_exact,town.boxford.ma.us,https://www.town.boxford.ma.us/sitemap,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxford2022.pdf
Boxford,2023,LEO,captured_exact,boxfordma.gov,https://www.boxfordma.gov/DocumentCenter/View/787/Results---Annual-Town-Meeting-May-9-2023-PDF,
Boxford,2024,LEO,captured_exact,town.boxford.ma.us,https://www.town.boxford.ma.us/sitemap,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxford2024.pdf
Boxford,2025,LEO,MISS_host_crawled,boxfordlibrary.org,https://boxfordlibrary.org/DocumentCenter/View/2305,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxford2025.pdf
Adams,2021,ATR,MISS_host_crawled,town.adams.ma.us,https://www.town.adams.ma.us/sites/g/files/vyhlif141/f/uploads/2021_full_adams_town_report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Adams2021.pdf
Adams,2022,ATR,MISS_host_crawled,town.adams.ma.us,https://www.town.adams.ma.us/sites/g/files/vyhlif141/f/uploads/2022_adams_town_report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Adams2022.pdf
Adams,2025,LEO,MISS_host_crawled,town.adams.ma.us,https://www.town.adams.ma.us/town-clerk/files/05052025-unofficial-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Adams2025.pdf
Monson,2022,LEO,captured_exact,monson-ma.gov,https://www.monson-ma.gov/sitemap,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Monson2022.pdf
Monson,2023,LEO,MISS_host_crawled,monson-ma.gov,https://www.monson-ma.gov/DocumentCenter/View/182/Annual-Town-Election-Results-June-16-2023-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Monson2023.pdf
Monson,2024,LEO,MISS_host_crawled,monson-ma.gov,https://www.monson-ma.gov/DocumentCenter/View/3183/ATE-results-06-11-24,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Monson2024.pdf
Monson,2025,LEO,MISS_host_crawled,monson-ma.gov,https://www.monson-ma.gov/DocumentCenter/View/3019/Monson-Annual-Town-Election-Official-Results-06-10-25,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Monson2025.pdf
Templeton,2021,LEO,MISS_host_crawled,templetonma.gov,https://www.templetonma.gov/DocumentCenter/View/2095/May-17-2021-Annual-Town-Election-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Templeton2021.pdf
Templeton,2022,LEO,MISS_host_crawled,templetonma.gov,https://www.templetonma.gov/town-clerk/pages/election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Templeton2022.pdf
Templeton,2023,LEO,captured_exact,templetonma.gov,https://www.templetonma.gov/sites/g/files/vyhlif3911/f/uploads/ate_2023.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Templeton2023.pdf
Templeton,2024,LEO,MISS_host_crawled,templetonma.gov,https://www.templetonma.gov/home/news/election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Templeton2024.pdf
Templeton,2025,LEO,MISS_host_crawled,templetonma.gov,https://www.templetonma.gov/DocumentCenter/View/2084/May-19-2025-Annual-Town-Election--PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Templeton2025.pdf
Dighton,2021,LEO,MISS_host_crawled,dighton-ma.gov,https://www.dighton-ma.gov/385/Election-Information-Center-Results,
Dighton,2022,LEO,MISS_host_crawled,dighton-ma.gov,https://www.dighton-ma.gov/DocumentCenter/View/1864/April-10-2022---Annual-Town-Election-Results-Packet-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Dighton2022.pdf
Dighton,2023,LEO,MISS_host_crawled,dighton-ma.gov,https://www.dighton-ma.gov/DocumentCenter/View/2390/FINAL-CERTIFIED-ELECTION-RESULTS-ANNUAL-TOWN-ELECTION-4823,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Dighton2023.pdf
Dighton,2024,LEO,MISS_host_crawled,dighton-ma.gov,https://www.dighton-ma.gov/385/Election-Information-Center-Results,
Dighton,2025,LEO,MISS_host_crawled,dighton-ma.gov,https://www.dighton-ma.gov/DocumentCenter/View/3611/Unofficial-Results-Annual-Town-Election-2025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Dighton2025.pdf
Upton,2021,LEO,captured_exact,uptonma.gov,https://uptonma.gov/394/Town-Clerk,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Upton2021.pdf
Upton,2023,LEO,captured_exact,uptonma.gov,https://uptonma.gov/DocumentCenter/View/746/2023-Official-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Upton2023.pdf
Upton,2024,LEO,MISS_host_crawled,uptonma.gov,https://uptonma.gov/DocumentCenter/View/4402/05-7--2024-Offical-Results-?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Upton2024.pdf
Upton,2025,LEO,MISS_host_crawled,uptonma.gov,https://uptonma.gov/DocumentCenter/View/5793,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Upton2025.pdf
Sterling,2021,LEO,MISS_host_crawled,sterling-ma.gov,https://www.sterling-ma.gov/DocumentCenter/View/606/2021-06-21-Annual-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Sterling2021.pdf
Sterling,2022,LEO,captured_docid,sterling-ma.gov,https://www.sterling-ma.gov/DocumentCenter/View/611/2022-05-09-Annual-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Sterling2022.pdf
