municipality,year,civicatlas_status,native_url
Southampton,2024,discarded_not_results,https://www.southampton-ma.gov/DocumentCenter/View/3192/2024-Annual-Town-Election-Results-PDF
Southampton,2025,missing,
Southbridge,2022,discarded_not_results,https://www.southbridgema.gov/sites/g/files/vyhlif4796/f/pages/2022_ate_results.pdf
Southbridge,2023,discarded_not_results,https://www.southbridgema.gov/sites/g/files/vyhlif4796/f/pages/2023_ate_final_results.pdf
Southbridge,2024,hosted,https://www.ci.southbridge.ma.us/CivicAlerts.asp?AID=188&ARC=324
Southbridge,2025,discarded_not_results,https://www.southbridgema.gov/sites/g/files/vyhlif4796/f/pages/2025_ate_final_results.pdf
Springfield,2025,oversized_deferred,https://www.springfield-ma.gov/elections/fileadmin/Past_Election_Results/November_4__2025_Precinct_Breakdown.pdf
Stockbridge,2021,discarded_not_results,https://www.stockbridge-ma.gov/media/9956
Stockbridge,2022,discarded_not_results,https://www.stockbridge-ma.gov/media/9956
Stockbridge,2023,hosted,https://theberkshireedge.com/stockbridge-annual-election-results/
Stockbridge,2024,discarded_not_results,https://www.stockbridge-ma.gov/home/news/town-election-results
Stockbridge,2025,discarded_not_results,https://www.stockbridge-ma.gov/town-clerk/pages/election-results
Sturbridge,2021,discarded_not_results,https://sturbridge.org/DocumentCenter/View/7969/2021-Annual-Town-Election-Results
Sturbridge,2023,hosted,https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/news/annual_town_election_04-10-2023_offical_tally_sheet_0.xlsx
Sturbridge,2024,oversized_deferred,https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/pages/fy24_finance_committee_report.pdf
Sturbridge,2025,oversized_deferred,https://www.sturbridge.gov/sites/g/files/vyhlif12111/f/pages/fy26_finance_committee_report.pdf
Sudbury,2021,oversized_deferred,https://cdn.sudbury.ma.us/wp-content/uploads/sites/270/2022/01/Town-Proceedings-2021.pdf?version=fd37c4487d53104f778c3f5656b80d67
Sutton,2021,discarded_not_results,https://www.suttonma.org/town-clerk/files/general-bylaws
Sutton,2022,discarded_not_results,https://www.suttonma.org/town-clerk/news/annual-town-election-official-results-may-27-2025
Sutton,2024,discarded_not_results,https://www.suttonma.org/home/news/town-election-results-1
Sutton,2025,discarded_not_results,https://www.suttonma.org/home/news/official-town-election-results-may-27-2025
Swampscott,2025,discarded_not_results,https://www.swampscottma.gov/1420/Past-Election-Results
Templeton,2022,discarded_not_results,https://www.templetonma.gov/town-clerk/pages/election-results
Tisbury,2021,discarded_not_results,https://www.tisburyma.gov/sites/g/files/vyhlif1321/f/uploads/town_report_2022_uploaded_on_web_page.pdf
Tisbury,2022,discarded_not_results,https://www.tisburyma.gov/sites/g/files/vyhlif1321/f/uploads/town_report_2022_uploaded_on_web_page.pdf
Tisbury,2023,hosted,https://www.mvtimes.com/2023/05/09/colarusso-wins-select-board-seat-6-votes/
Tisbury,2024,discarded_not_results,https://www.tisburyma.gov/home/files/official-election-results
Tisbury,2025,discarded_not_results,https://www.tisburyma.gov/news
Tolland,2021,discarded_not_results,https://www.tolland-ma.gov/police-department/links/mass-state-police
Tolland,2022,discarded_not_results,https://www.tolland-ma.gov/town-clerk/links/massachusetts-secretary-state
Tolland,2023,discarded_not_results,https://www.tolland-ma.gov/home/news/5232023-town-election-results
Tolland,2024,discarded_not_results,https://www.tolland-ma.gov/town-clerk/links/massachusetts-secretary-state
Tolland,2025,discarded_not_results,https://www.tolland-ma.gov/town-clerk/pages/duties-responsibilities-town-clerk
Topsfield,2024,discarded_not_results,https://www.topsfield-ma.gov/town-clerk/files/unofficial-results-2024-annual-town-election
Topsfield,2025,discarded_not_results,https://www.topsfield-ma.gov/town-clerk/files/officialannualtownelectionresults2025
Townsend,2024,discarded_not_results,https://www.townsendma.gov/news_detail_T21_R76.php
Townsend,2025,discarded_not_results,https://www.townsendma.gov/Documents/Departments/Clerk/OFFICIAL RESULTS 7-29-25.pdf?t=202507292025100
Truro,2021,discarded_not_results,https://truro-ma.gov/sitemap
Tyringham,2022,discarded_not_results,https://tyringham-ma.gov/news
Tyringham,2023,discarded_not_results,https://www.tyringham-ma.gov/sites/g/files/vyhlif1336/f/news/annual_town_election_results_5-15-23.pdf
Tyringham,2024,missing,
Tyringham,2025,discarded_not_results,https://www.tyringham-ma.gov/board-assessors/links/ma-land-records
Upton,2021,discarded_not_results,https://uptonma.gov/394/Town-Clerk
Uxbridge,2022,missing,
Uxbridge,2023,discarded_not_results,https://www.uxbridge-ma.gov/town-clerk/news/may-23-2023-certified-election-results
Wakefield,2025,discarded_not_results,https://www.wakefield.ma.us/sites/g/files/vyhlif3986/f/uploads/town-election-results-2025-04-22.pdf
Warren,2022,discarded_not_results,https://www.warren-ma.gov/sites/g/files/vyhlif3996/f/news/revised_final_plan_-_warren_2024.pdf
Warwick,2021,discarded_not_results,https://warwickma.org/news/
Warwick,2022,discarded_not_results,https://warwickma.org/topic/election-results/
Warwick,2023,hosted,https://warwickma.org/town-clerk/2023-05-15-annual-town-election/
Warwick,2025,hosted,https://warwickma.org/town-clerk/2025-05-19-annual-town-election-results/
Washington,2021,discarded_not_results,https://www.washington-ma.gov/community/washington-insights-articles
Webster,2023,missing,
Wendell,2021,discarded_not_results,https://www.wendell-ma.gov/town-clerk/pages/election-results
Wendell,2022,discarded_not_results,https://www.wendellmass.us/documents/2025-wendell-election-results/
Wendell,2023,discarded_not_results,https://www.wendellmass.us/departments/town-clerk/
West Bridgewater,2024,discarded_not_results,"https://www.westbridgewaterma.org/January%2022,%202025%20Packet.pdf"
West Bridgewater,2025,discarded_not_results,https://www.westbridgewaterma.org/
West Brookfield,2021,missing,
West Brookfield,2022,missing,
Westhampton,2023,discarded_not_results,https://www.westhampton-ma.com/sites/g/files/vyhlif5191/f/minutes/election_results_june_2023.pdf
Westhampton,2024,oversized_deferred,https://westhamptonma.gov/wp-content/uploads/WESTHMAPTON-Version-10-Revised-on-2024-0318.pdf
Westminster,2025,oversized_deferred,https://www.westminster-ma.gov/sites/g/files/vyhlif1431/f/uploads/final_fy_25_adv_bd_booklet.pdf
West Springfield,2021,missing,
West Springfield,2023,discarded_not_results,https://www.wwlp.com/news/political-news/election-results-for-western-massachusetts/
West Springfield,2025,missing,
West Stockbridge,2021,discarded_not_results,https://www.weststockbridge-ma.gov/sites/g/files/vyhlif4031/f/uploads/wst_osrp_draft_5-5-22_to_comm.pdf
West Stockbridge,2024,hosted,https://www.berkshireeagle.com/news/central_berkshires/west-stockbridge-voters-reelect-andrew-krouss-to-the-select-board-in-a-high-turnout-annual-town-election/article_5bad295e-11f4-11ef-94be-df4633c7c501.html
Westwood,2021,missing,
Westwood,2022,missing,
Westwood,2025,discarded_not_results,https://www.townhall.westwood.ma.us/home/showpublisheddocument/34715/638816897718800000
Weymouth,2021,missing,
Weymouth,2023,missing,
Weymouth,2025,missing,
Whately,2021,discarded_not_results,https://www.whately.org/town-clerkboard-registrars
Whately,2025,discarded_not_results,https://www.whately.org/home/files/06102025-official-results-local-election
Wilbraham,2021,hosted,https://www.wwlp.com/news/local-news/hampden-county/wilbraham-town-election-results-in-races-for-selectman-moderator-school-committee-settled/
Williamsburg,2021,discarded_not_results,https://www.burgy.org/sites/g/files/vyhlif1451/f/minutes/mx-2640n_20210504_083824.pdf
Williamsburg,2025,discarded_not_results,https://www.burgy.org/sites/g/files/vyhlif1451/f/minutes/ate_min.pdf
Williamstown,2021,discarded_not_results,https://williamstownma.gov/wp-content/uploads/2021/05/SelectBoardGuidebook.pdf
Windsor,2021,discarded_not_results,https://www.windsormass.com/requests-1/master-plan-for-windsor
Windsor,2022,discarded_not_results,https://www.windsormass.com/requests-1/master-plan-for-windsor
Windsor,2023,discarded_not_results,https://drive.google.com/drive/u/0/folders/0B4aGK7gHXcefaEhvLUt6UDJ6V1E?resourcekey=0-TS7F37hq2FPg6dD8Y5WoaQ
Windsor,2024,discarded_not_results,https://www.windsormass.com/mvp-2-0
Windsor,2025,discarded_not_results,https://www.windsormass.com/mvp-2-0
Winthrop,2023,hosted,https://winthroptranscript.com/2023/11/09/voters-say-no-to-fire-station-tassinari-and-munson-win-their-contested-council-races/
Winthrop,2025,missing,
Worthington,2021,missing,
Worthington,2022,discarded_not_results,https://worthington-ma.us/2023/04/2023-selectboard-campaign-statements/
Worthington,2023,discarded_not_results,https://worthington-ma.us/2023/04/2023-selectboard-campaign-statements/
Worthington,2024,discarded_not_results,https://worthington-ma.us/2021/04/school-commitee-statement-of-appreciation/
Worthington,2025,discarded_not_results,https://worthington-ma.us/2025/05/2025-election-results/
